Date	Time	Water vapor H2O[vol-%]	Carbon dioxide CO2[vol-%]	Carbon monoxide CO High[vol-%]	Nitrous oxide N2O[ppm]	Nitrogen monoxide NO[ppm]	Nitrogen dioxide NO2[ppm]	Sulfur dioxide SO2 High[ppm]	Ammonia NH3[ppm]	Hydrogen chloride HCl[ppm]	Hydrogen fluoride HF[ppm]	Methane CH4 High[ppm]	Ethane C2H6[ppm]	Ethylene C2H4[ppm]	Propane C3H8[ppm]	Formaldehyde CHOH[ppm]	Benzen[ppm]	Toluen[ppm]	Carbon monoxide CO Low[ppm]	Sulfur dioxide Low[ppm]	Methane Low[ppm]	Zr Oxygen[vol-%]
2022-10-12	10:35:52	"  7.56"	"  7.84"	"  0.88"	"  8.00"	126.10	" 21.85"	"  0.00"	" 10.48"	"  3.36"	"  1.72"	586.10	" 16.89"	185.49	"  0.00"	" 54.60"	" 56.99"	"  0.00"	8814.14	"  0.00"	586.10	"  7.35"
2022-10-12	10:36:02	"  7.35"	"  7.60"	"  0.87"	"  7.13"	121.44	" 19.79"	"  0.00"	"  9.92"	"  3.73"	"  1.54"	572.02	" 14.36"	183.85	"  0.00"	" 52.74"	" 58.72"	"  0.00"	8705.60	"  0.00"	572.02	"  8.08"
2022-10-12	10:36:14	"  7.17"	"  7.48"	"  0.75"	"  6.69"	117.95	" 18.16"	"  0.00"	" 10.57"	"  3.53"	"  1.39"	465.93	" 10.76"	142.90	"  0.00"	" 43.03"	" 50.36"	"  0.00"	7483.16	"  0.00"	465.93	"  8.73"
2022-10-12	10:36:26	"  6.82"	"  7.16"	"  0.63"	"  6.18"	118.35	" 11.02"	"  0.00"	" 10.90"	"  3.48"	"  1.50"	397.94	"  8.07"	119.68	"  0.00"	" 35.04"	" 46.91"	"  0.00"	6256.21	"  0.00"	397.94	"  9.39"
2022-10-12	10:36:33	"  6.26"	"  6.96"	"  0.61"	"  5.54"	120.53	"  9.65"	"  0.00"	" 10.07"	"  3.25"	"  1.35"	371.97	"  9.21"	113.18	"  0.00"	" 32.79"	" 45.11"	"  0.00"	6131.62	"  0.00"	371.97	"  9.62"
2022-10-12	10:36:43	"  5.85"	"  6.76"	"  0.59"	"  5.17"	114.04	"  9.48"	"  0.00"	" 10.26"	"  3.43"	"  1.60"	321.26	"  6.81"	100.92	"  0.00"	" 30.17"	" 44.46"	"  0.00"	5948.32	"  0.00"	321.26	" 10.04"
2022-10-12	10:36:55	"  5.74"	"  6.84"	"  0.67"	"  5.52"	116.02	" 10.77"	"  0.00"	"  9.37"	"  3.32"	"  1.93"	384.24	"  7.70"	120.44	"  0.00"	" 34.44"	" 49.08"	"  0.00"	6677.41	"  0.00"	384.24	"  8.65"
2022-10-12	10:37:07	"  6.70"	"  7.98"	"  0.95"	"  7.65"	126.37	" 21.60"	"  0.00"	"  9.56"	"  2.95"	"  1.72"	712.66	" 20.03"	215.43	"  0.00"	" 58.49"	" 62.57"	"  0.00"	9475.35	"  0.00"	712.66	"  6.12"
2022-10-12	10:37:16	"  7.60"	"  8.41"	"  1.09"	"  7.59"	133.67	" 23.37"	"  0.00"	"  8.94"	"  3.19"	"  1.90"	791.95	" 22.15"	241.72	"  0.00"	" 65.48"	" 67.48"	"  0.00"	10898.00	"  0.00"	791.95	"  6.27"
2022-10-12	10:37:23	"  7.52"	"  8.20"	"  1.11"	"  7.90"	134.91	" 22.08"	"  0.00"	"  8.44"	"  3.34"	"  2.41"	841.64	" 21.43"	259.66	"  0.00"	" 66.21"	" 76.42"	"  0.00"	11065.25	"  0.00"	841.64	"  6.81"
2022-10-12	10:37:34	"  6.89"	"  7.71"	"  1.11"	"  6.79"	128.57	" 23.89"	"  0.00"	"  8.51"	"  3.28"	"  3.49"	808.74	" 20.30"	257.22	"  0.00"	" 63.33"	" 82.73"	"  0.00"	11077.36	"  0.00"	808.74	"  7.50"
2022-10-12	10:37:46	"  6.41"	"  7.55"	"  1.09"	"  6.40"	122.66	" 23.04"	"  0.00"	"  9.04"	"  3.36"	"  3.09"	652.03	" 15.55"	216.92	"  0.00"	" 58.52"	" 75.18"	"  0.00"	10909.81	"  0.00"	652.03	"  8.07"
2022-10-12	10:37:58	"  6.17"	"  7.43"	"  0.85"	"  5.98"	123.34	" 19.91"	"  0.00"	" 10.46"	"  3.77"	"  2.69"	396.19	"  9.01"	143.14	"  0.00"	" 45.71"	" 60.14"	"  0.00"	8475.49	"  0.00"	396.19	"  8.70"
2022-10-12	10:38:05	"  6.10"	"  7.26"	"  0.74"	"  5.62"	122.49	" 14.10"	"  0.00"	" 10.44"	"  3.83"	"  2.25"	256.18	"  4.37"	" 94.62"	"  0.00"	" 36.75"	" 50.35"	"  0.00"	7411.36	"  0.00"	256.18	"  9.14"
2022-10-12	10:38:15	"  5.82"	"  7.05"	"  0.71"	"  5.10"	123.49	" 13.12"	"  0.00"	" 10.55"	"  3.77"	"  2.18"	248.75	"  5.82"	" 88.47"	"  0.00"	" 34.00"	" 44.56"	"  0.00"	7077.75	"  0.00"	248.75	"  9.35"
2022-10-12	10:38:26	"  6.07"	"  7.25"	"  0.75"	"  5.88"	124.11	" 16.37"	"  0.00"	"  9.53"	"  3.52"	"  1.93"	465.40	" 10.16"	145.61	"  0.00"	" 41.36"	" 54.92"	"  0.00"	7484.63	"  0.00"	465.40	"  8.27"
2022-10-12	10:38:38	"  7.25"	"  8.02"	"  0.68"	"  7.06"	126.75	" 15.78"	"  0.00"	" 10.03"	"  3.30"	"  1.57"	443.14	"  7.56"	126.85	"  0.00"	" 39.40"	" 51.06"	"  0.00"	6805.51	"  0.00"	443.14	"  7.51"
2022-10-12	10:38:48	"  7.75"	"  8.28"	"  0.64"	"  7.10"	124.03	" 13.72"	"  0.00"	" 11.32"	"  3.48"	"  1.03"	393.50	"  7.26"	111.25	"  0.00"	" 37.70"	" 45.07"	"  0.00"	6392.39	"  0.00"	393.50	"  7.72"
2022-10-12	10:38:55	"  7.81"	"  8.18"	"  0.61"	"  6.84"	122.15	" 15.43"	"  0.00"	" 11.39"	"  3.94"	"  1.26"	350.33	"  5.38"	" 99.54"	"  0.00"	" 35.59"	" 42.79"	"  0.00"	6090.87	"  0.00"	350.33	"  8.01"
2022-10-12	10:39:05	"  7.55"	"  8.02"	"  0.61"	"  6.42"	123.87	" 15.99"	"  0.00"	" 10.82"	"  3.76"	"  1.29"	371.90	"  6.61"	105.62	"  0.00"	" 35.54"	" 43.66"	"  0.00"	6099.34	"  0.00"	371.90	"  8.03"
2022-10-12	10:39:17	"  8.11"	"  8.48"	"  0.67"	"  7.81"	134.39	" 17.79"	"  0.00"	" 10.92"	"  3.76"	"  1.22"	409.38	"  7.14"	116.72	"  0.00"	" 40.24"	" 45.82"	"  0.00"	6738.69	"  0.00"	409.38	"  6.05"
2022-10-12	10:39:29	"  8.82"	"  9.48"	"  1.10"	"  8.77"	165.55	" 22.60"	"  0.00"	"  8.50"	"  3.82"	"  2.24"	894.91	" 34.58"	262.58	"  0.00"	" 67.63"	" 67.15"	"  0.00"	10981.04	"  0.00"	894.91	"  2.85"
2022-10-12	10:39:36	"  8.66"	"  9.41"	"  1.86"	"  9.94"	174.61	" 30.35"	"  0.00"	"  6.82"	"  3.90"	"  3.95"	1386.87	" 74.92"	492.60	"  0.00"	107.51	114.89	"  0.00"	18612.19	"  0.00"	1386.87	"  1.75"
2022-10-12	10:39:47	"  8.14"	"  9.42"	"  2.81"	" 11.16"	173.08	" 16.17"	"  0.00"	"  6.24"	"  4.01"	"  8.68"	2693.29	" 82.47"	656.70	"  0.00"	130.23	166.90	"  0.00"	28086.89	"  0.00"	2693.29	" -0.03"
2022-10-12	10:39:58	"  7.72"	"  8.15"	"  3.78"	" 12.38"	198.47	" 13.43"	"  0.00"	"  1.13"	"  4.24"	" 12.83"	4102.32	126.30	938.75	"  0.00"	160.94	239.48	"  0.00"	37764.56	"  0.00"	4102.32	" -0.02"
2022-10-12	10:40:10	"  7.11"	"  5.44"	"  4.86"	" 14.15"	270.67	" 23.73"	"  0.00"	"  0.00"	"  4.96"	" 17.35"	9209.62	284.61	1891.43	"  0.00"	252.35	387.07	"  0.00"	48604.64	"  0.00"	9209.62	" -0.05"
2022-10-12	10:40:20	"  6.19"	"  1.77"	"  5.58"	"  9.81"	341.25	" 56.34"	"  0.00"	"  0.00"	"  3.77"	" 22.20"	10217.00	421.39	2669.46	"  0.00"	318.27	539.38	"  4.65"	55776.63	"  0.00"	10217.00	" -0.03"
2022-10-12	10:40:27	"  4.41"	"  1.61"	"  6.09"	"  6.34"	440.79	" 28.02"	"  0.00"	"  0.00"	"  5.43"	" 28.61"	15000.02	504.42	3630.88	"  0.00"	349.70	713.63	" 49.65"	60903.16	"  0.00"	15000.02	" -0.02"
2022-10-12	10:40:38	"  3.53"	"  0.66"	"  6.31"	"  3.04"	524.57	" 46.05"	"  0.00"	"  0.00"	"  9.28"	" 31.73"	24411.29	598.41	4063.45	"  0.00"	366.57	818.74	" 38.24"	63141.03	"  0.00"	24411.29	" -0.05"
2022-10-12	10:40:50	"  3.75"	" -1.09"	"  6.06"	"  2.39"	446.55	" 26.70"	"  0.00"	"  0.00"	"  8.38"	" 29.05"	16464.55	506.90	3616.99	"  0.00"	344.41	805.56	" 55.81"	60633.08	"  0.00"	16464.55	" -0.06"
2022-10-12	10:41:02	"  3.25"	"  0.82"	"  5.70"	"  4.87"	392.20	"  0.00"	"  0.00"	"  0.00"	"  8.45"	" 26.95"	13380.51	378.68	2837.35	"  0.00"	262.61	736.42	" 48.40"	56985.04	"  0.00"	13380.51	" -0.03"
2022-10-12	10:41:09	"  5.55"	"  0.83"	"  2.52"	"  1.76"	163.00	"  0.00"	"  0.00"	"  3.71"	"  5.19"	" 13.90"	5462.09	189.83	900.99	"  0.00"	142.10	391.76	" 26.32"	25184.94	"  0.00"	5462.09	"  6.51"
2022-10-12	10:41:20	"  3.74"	"  0.35"	"  0.58"	"  0.08"	" 52.37"	"  0.00"	"  0.00"	" 15.57"	"  4.09"	"  2.58"	877.79	" 59.66"	232.43	"  0.00"	" 43.81"	144.90	"  0.00"	5797.90	"  0.00"	877.79	" 14.09"
2022-10-12	10:41:31	"  2.35"	" -0.20"	"  0.14"	"  0.00"	" 13.89"	"  0.00"	"  0.00"	" 13.69"	"  3.10"	"  0.38"	220.53	" 19.15"	" 53.80"	"  0.00"	" 11.74"	" 56.84"	"  0.05"	1374.11	"  0.00"	220.53	" 16.25"
2022-10-12	10:41:43	"  1.61"	" -0.13"	"  0.03"	"  0.20"	"  1.92"	"  0.00"	"  0.00"	" 12.52"	"  2.89"	"  0.00"	" 66.32"	"  6.89"	" 12.44"	"  0.00"	"  3.86"	" 30.77"	"  1.95"	347.02	"  0.00"	" 66.32"	" 17.71"
2022-10-12	10:41:53	"  1.36"	" -0.12"	"  0.01"	"  0.32"	"  0.00"	"  0.00"	"  0.00"	" 11.69"	"  2.31"	"  0.00"	" 35.02"	"  4.36"	"  4.54"	"  0.00"	"  2.31"	" 21.35"	"  2.22"	144.43	"  0.00"	" 35.02"	" 18.72"
2022-10-12	10:42:00	"  1.21"	" -0.12"	"  0.01"	"  0.29"	"  0.00"	"  0.00"	"  0.00"	" 11.41"	"  2.53"	"  0.00"	" 24.22"	"  3.31"	"  1.99"	"  0.00"	"  1.49"	" 17.03"	"  1.68"	" 74.55"	"  0.00"	" 24.22"	" 19.16"
2022-10-12	10:42:11	"  1.13"	" -0.07"	"  0.01"	"  0.24"	"  0.48"	"  0.00"	"  0.00"	" 10.87"	"  2.19"	"  0.00"	" 18.82"	"  2.63"	"  1.21"	"  0.00"	"  1.26"	" 14.02"	"  1.62"	" 51.17"	"  0.00"	" 18.82"	" 19.71"
2022-10-12	10:42:23	"  1.08"	" -0.08"	"  0.00"	"  0.28"	"  0.91"	"  0.00"	"  0.00"	" 10.17"	"  2.04"	"  0.00"	" 28.24"	"  2.55"	"  0.29"	"  0.00"	"  1.02"	" 12.05"	"  1.36"	" 39.73"	"  0.00"	" 28.24"	" 20.10"
2022-10-12	10:42:35	"  1.04"	" -0.06"	"  0.00"	"  0.26"	"  0.80"	"  0.00"	"  0.00"	"  9.98"	"  1.88"	"  0.00"	" 13.37"	"  1.85"	"  1.02"	"  0.00"	"  0.92"	" 10.58"	"  1.08"	" 31.73"	"  0.00"	" 13.37"	" 20.30"
2022-10-12	10:42:42	"  1.00"	" -0.06"	"  0.00"	"  0.29"	"  0.86"	"  0.00"	"  0.00"	"  9.25"	"  2.02"	"  0.00"	" 21.81"	"  1.90"	"  0.10"	"  0.00"	"  0.69"	" 10.24"	"  0.66"	" 26.99"	"  0.00"	" 21.81"	" 20.34"
2022-10-12	10:42:53	"  0.99"	" -0.08"	"  0.00"	"  0.29"	"  0.88"	"  0.00"	"  0.00"	"  8.95"	"  2.28"	"  0.00"	" 10.27"	"  1.47"	"  0.95"	"  0.00"	"  0.58"	"  8.50"	"  0.98"	" 23.50"	"  0.00"	" 10.27"	" 20.38"
2022-10-12	10:43:04	"  0.97"	" -0.05"	"  0.00"	"  0.27"	"  0.97"	"  0.00"	"  0.00"	"  8.51"	"  1.59"	"  0.00"	" 17.90"	"  1.50"	"  0.00"	"  0.00"	"  0.73"	"  7.72"	"  0.75"	" 20.61"	"  0.00"	" 17.90"	" 20.45"
2022-10-12	10:43:17	"  0.94"	" -0.04"	"  0.00"	"  0.28"	"  1.16"	"  0.00"	"  0.00"	"  8.42"	"  1.59"	"  0.00"	" 16.63"	"  1.52"	"  0.05"	"  0.00"	"  0.57"	"  7.33"	"  0.53"	" 17.14"	"  0.00"	" 16.63"	" 20.47"
2022-10-12	10:43:23	"  0.93"	" -0.04"	"  0.00"	"  0.24"	"  1.39"	"  0.00"	"  0.00"	"  8.17"	"  1.59"	"  0.00"	" 15.38"	"  1.31"	"  0.00"	"  0.00"	"  0.64"	"  6.91"	"  0.38"	" 15.07"	"  0.00"	" 15.38"	" 20.48"
2022-10-12	10:43:34	"  0.92"	" -0.05"	"  0.00"	"  0.24"	"  1.45"	"  0.00"	"  0.00"	"  7.84"	"  1.82"	"  0.00"	" 14.48"	"  1.31"	"  0.23"	"  0.00"	"  0.31"	"  6.70"	"  0.25"	" 13.45"	"  0.00"	" 14.48"	" 20.51"
2022-10-12	10:43:45	"  0.90"	" -0.02"	"  0.00"	"  0.26"	"  1.35"	"  0.00"	"  0.00"	"  7.83"	"  1.19"	"  0.00"	" 13.94"	"  1.09"	"  0.00"	"  0.00"	"  0.75"	"  6.16"	"  0.11"	" 11.67"	"  0.00"	" 13.94"	" 20.54"
2022-10-12	10:43:57	"  0.89"	" -0.06"	"  0.00"	"  0.23"	"  1.56"	"  0.00"	"  0.00"	"  7.58"	"  1.59"	"  0.00"	" 12.46"	"  1.16"	"  0.34"	"  0.00"	"  0.54"	"  5.82"	"  0.15"	" 10.27"	"  0.00"	" 12.46"	" 20.55"
2022-10-12	10:44:09	"  0.89"	" -0.06"	"  0.00"	"  0.23"	"  1.76"	"  0.00"	"  0.00"	"  7.12"	"  1.90"	"  0.00"	" 11.28"	"  1.02"	"  0.00"	"  0.00"	"  0.27"	"  5.46"	"  0.00"	"  8.93"	"  0.00"	" 11.28"	" 20.57"
2022-10-12	10:44:16	"  0.88"	" -0.03"	"  0.00"	"  0.24"	"  1.08"	"  0.00"	"  0.00"	"  6.91"	"  1.58"	"  0.00"	" 11.08"	"  0.90"	"  0.12"	"  0.00"	"  0.25"	"  5.00"	"  0.00"	"  7.99"	"  0.00"	" 11.08"	" 20.57"
2022-10-12	10:44:27	"  0.86"	" -0.03"	"  0.00"	"  0.25"	"  1.83"	"  0.00"	"  0.00"	"  6.99"	"  1.39"	"  0.00"	" 10.67"	"  0.80"	"  0.00"	"  0.00"	"  0.30"	"  4.77"	"  0.00"	"  7.18"	"  0.00"	" 10.67"	" 20.60"
2022-10-12	10:44:38	"  0.87"	" -0.01"	"  0.00"	"  0.21"	"  1.39"	"  0.00"	"  0.00"	"  6.72"	"  0.95"	"  0.00"	" 10.40"	"  0.77"	"  0.00"	"  0.00"	"  0.48"	"  4.68"	"  0.00"	"  6.45"	"  0.00"	" 10.40"	" 20.63"
2022-10-12	10:44:51	"  0.86"	" -0.02"	"  0.00"	"  0.24"	"  1.69"	"  0.00"	"  0.00"	"  6.61"	"  1.88"	"  0.00"	"  9.55"	"  0.75"	"  0.00"	"  0.00"	"  0.09"	"  4.22"	"  0.00"	"  5.72"	"  0.00"	"  9.55"	" 20.64"
2022-10-12	10:44:57	"  0.85"	" -0.01"	"  0.00"	"  0.22"	"  1.38"	"  0.00"	"  0.00"	"  6.57"	"  1.76"	"  0.00"	"  9.31"	"  0.70"	"  0.00"	"  0.00"	"  0.30"	"  4.15"	"  0.00"	"  5.32"	"  0.00"	"  9.31"	" 20.62"
2022-10-12	10:45:08	"  0.85"	" -0.02"	"  0.00"	"  0.20"	"  1.69"	"  0.00"	"  0.00"	"  6.56"	"  1.49"	"  0.00"	"  8.65"	"  0.61"	"  0.02"	"  0.00"	"  0.26"	"  3.91"	"  0.00"	"  4.87"	"  0.00"	"  8.65"	" 20.63"
2022-10-12	10:45:19	"  0.85"	" -0.02"	"  0.00"	"  0.25"	"  1.70"	"  0.00"	"  0.00"	"  6.17"	"  1.30"	"  0.00"	"  8.70"	"  0.64"	"  0.31"	"  0.00"	"  0.37"	"  3.69"	"  0.00"	"  4.56"	"  0.00"	"  8.70"	" 20.66"
2022-10-12	10:45:31	"  0.84"	" -0.04"	"  0.00"	"  0.22"	"  1.61"	"  0.00"	"  0.00"	"  6.05"	"  1.04"	"  0.00"	"  8.19"	"  0.60"	"  0.00"	"  0.00"	"  0.26"	"  3.55"	"  0.00"	"  4.17"	"  0.00"	"  8.19"	" 20.63"
2022-10-12	10:45:40	"  0.84"	" -0.03"	"  0.00"	"  0.24"	"  1.94"	"  0.00"	"  0.00"	"  5.75"	"  1.11"	"  0.00"	"  8.05"	"  0.60"	"  0.00"	"  0.00"	"  0.47"	"  3.37"	"  0.00"	"  3.93"	"  0.00"	"  8.05"	" 20.62"
2022-10-12	10:45:47	"  0.84"	" -0.02"	"  0.00"	"  0.21"	"  1.58"	"  0.00"	"  0.00"	"  5.89"	"  1.15"	"  0.00"	"  7.82"	"  0.52"	"  0.00"	"  0.00"	"  0.32"	"  3.33"	"  0.00"	"  3.52"	"  0.00"	"  7.82"	" 20.62"
2022-10-12	10:45:58	"  0.83"	" -0.03"	"  0.00"	"  0.24"	"  1.95"	"  0.00"	"  0.00"	"  5.65"	"  1.29"	"  0.00"	"  8.00"	"  0.46"	"  0.00"	"  0.00"	"  0.32"	"  3.09"	"  0.00"	"  3.33"	"  0.00"	"  8.00"	" 20.62"
2022-10-12	10:46:10	"  0.84"	" -0.01"	"  0.00"	"  0.23"	"  1.95"	"  0.00"	"  0.00"	"  5.52"	"  0.99"	"  0.00"	"  6.98"	"  0.51"	"  0.00"	"  0.00"	"  0.20"	"  3.02"	"  0.00"	"  3.12"	"  0.00"	"  6.98"	" 20.61"
2022-10-12	10:46:22	"  0.83"	" -0.01"	"  0.00"	"  0.25"	"  1.37"	"  0.00"	"  0.00"	"  5.63"	"  1.22"	"  0.00"	"  6.97"	"  0.52"	"  0.00"	"  0.00"	"  0.20"	"  2.79"	"  0.00"	"  2.84"	"  0.00"	"  6.97"	" 20.60"
2022-10-12	10:46:29	"  0.73"	"  1.47"	"  0.07"	"  0.65"	" 15.78"	"  0.00"	"  0.00"	"  5.64"	"  1.24"	"  0.00"	" 44.32"	"  1.38"	" 11.70"	"  0.00"	"  1.28"	"  5.16"	"  0.00"	715.18	"  0.00"	" 44.32"	" 15.66"
2022-10-12	10:46:39	"  2.18"	"  6.17"	"  0.31"	"  3.11"	" 77.59"	"  0.00"	"  0.00"	"  8.80"	"  2.00"	"  0.41"	113.35	"  2.45"	" 34.88"	"  0.00"	"  7.43"	" 16.75"	"  0.00"	3120.20	"  0.00"	113.35	" 10.57"
2022-10-12	10:46:51	"  4.18"	"  7.03"	"  0.38"	"  4.05"	101.68	"  0.98"	"  0.00"	" 10.64"	"  2.65"	"  0.59"	153.08	"  3.44"	" 45.81"	"  0.00"	" 14.09"	" 21.62"	"  0.00"	3783.12	"  0.00"	153.08	" 10.55"
2022-10-12	10:47:02	"  4.57"	"  4.49"	"  0.37"	"  2.57"	" 66.05"	"  0.00"	"  0.00"	" 10.32"	"  2.68"	"  0.59"	213.31	"  3.92"	" 61.31"	"  0.00"	" 17.07"	" 29.70"	"  0.00"	3675.31	"  0.00"	213.31	" 15.57"
2022-10-12	10:47:12	"  4.40"	"  5.01"	"  0.53"	"  2.92"	" 82.24"	"  0.00"	"  0.00"	"  9.17"	"  2.34"	"  1.10"	356.71	" 11.10"	119.50	"  0.00"	" 23.53"	" 40.81"	"  0.00"	5253.03	"  0.00"	356.71	" 10.28"
2022-10-12	10:47:19	"  4.96"	"  6.60"	"  0.63"	"  4.81"	107.15	"  3.00"	"  0.00"	"  9.42"	"  2.43"	"  1.42"	376.45	"  8.02"	119.61	"  0.00"	" 28.88"	" 45.03"	"  0.00"	6320.36	"  0.00"	376.45	"  9.68"
2022-10-12	10:47:30	"  5.67"	"  7.14"	"  0.58"	"  5.45"	117.87	"  3.95"	"  0.00"	"  9.84"	"  2.16"	"  1.40"	351.50	"  7.79"	106.36	"  0.00"	" 29.27"	" 41.13"	"  0.00"	5769.59	"  0.00"	351.50	"  9.62"
2022-10-12	10:47:41	"  6.02"	"  7.23"	"  0.56"	"  5.53"	121.22	"  7.63"	"  0.00"	"  9.70"	"  2.31"	"  1.40"	367.72	"  8.65"	115.26	"  0.00"	" 30.17"	" 43.46"	"  0.00"	5622.88	"  0.00"	367.72	"  9.69"
2022-10-12	10:47:54	"  6.14"	"  7.12"	"  0.55"	"  5.26"	127.55	"  8.20"	"  0.00"	"  9.37"	"  2.68"	"  1.23"	354.76	"  7.25"	113.21	"  0.00"	" 31.20"	" 47.16"	"  0.00"	5472.53	"  0.00"	354.76	"  9.94"
2022-10-12	10:48:01	"  6.28"	"  7.00"	"  0.50"	"  4.99"	127.77	"  4.89"	"  0.00"	"  9.95"	"  2.39"	"  1.16"	287.59	"  4.09"	" 87.16"	"  0.00"	" 28.92"	" 43.41"	"  0.00"	4992.35	"  0.00"	287.59	" 10.14"
2022-10-12	10:48:11	"  6.34"	"  6.76"	"  0.45"	"  4.69"	118.23	"  4.56"	"  0.00"	" 10.04"	"  2.51"	"  1.11"	207.64	"  1.85"	" 61.55"	"  0.00"	" 25.97"	" 36.86"	"  0.00"	4496.09	"  0.00"	207.64	" 10.58"
2022-10-12	10:48:23	"  6.09"	"  6.60"	"  0.50"	"  4.40"	118.73	"  4.74"	"  0.00"	"  9.75"	"  2.33"	"  1.28"	250.19	"  3.38"	" 76.07"	"  0.00"	" 26.96"	" 38.70"	"  0.00"	4991.91	"  0.00"	250.19	" 10.45"
2022-10-12	10:48:35	"  5.34"	"  6.10"	"  0.84"	"  4.37"	125.15	" 13.66"	"  0.00"	"  7.24"	"  2.37"	"  2.94"	704.02	" 19.36"	219.57	"  0.00"	" 38.47"	" 66.99"	"  0.00"	8393.88	"  0.00"	704.02	"  9.71"
2022-10-12	10:48:45	"  4.94"	"  6.07"	"  1.24"	"  4.22"	127.41	" 17.26"	"  0.00"	"  5.91"	"  2.31"	"  4.46"	1293.65	" 38.04"	368.73	"  0.00"	" 55.28"	" 99.70"	"  0.00"	12381.13	"  0.00"	1293.65	"  9.29"
2022-10-12	10:48:52	"  5.02"	"  6.02"	"  1.28"	"  4.41"	127.38	" 11.92"	"  0.00"	"  6.14"	"  2.54"	"  4.77"	1490.62	" 38.00"	399.45	"  0.00"	" 59.77"	111.46	"  0.00"	12765.29	"  0.00"	1490.62	"  9.30"
2022-10-12	10:49:03	"  5.50"	"  6.22"	"  1.10"	"  5.12"	126.50	" 11.26"	"  0.00"	"  6.29"	"  2.03"	"  4.04"	1103.36	" 31.59"	327.50	"  0.00"	" 55.19"	" 95.16"	"  0.00"	11042.44	"  0.00"	1103.36	"  9.52"
2022-10-12	10:49:14	"  5.64"	"  5.91"	"  0.94"	"  5.01"	123.98	"  6.50"	"  0.00"	"  5.67"	"  2.68"	"  3.12"	1027.37	" 30.00"	305.07	"  0.00"	" 52.13"	" 93.61"	"  0.00"	9409.16	"  0.00"	1027.37	"  9.90"
2022-10-12	10:49:27	"  5.80"	"  5.88"	"  0.81"	"  4.76"	124.96	"  6.66"	"  0.00"	"  6.17"	"  2.39"	"  3.11"	914.50	" 27.09"	261.27	"  0.00"	" 47.26"	" 83.06"	"  0.00"	8096.54	"  0.00"	914.50	" 10.19"
2022-10-12	10:49:33	"  5.63"	"  5.93"	"  0.76"	"  4.74"	123.79	"  7.29"	"  0.00"	"  7.10"	"  2.48"	"  2.76"	724.99	" 20.93"	220.74	"  0.00"	" 43.72"	" 78.27"	"  0.00"	7645.33	"  0.00"	724.99	" 10.35"
2022-10-12	10:49:44	"  5.22"	"  5.89"	"  0.80"	"  4.44"	117.06	"  6.08"	"  0.00"	"  7.10"	"  2.40"	"  3.22"	638.89	" 16.48"	203.24	"  0.00"	" 39.35"	" 73.16"	"  0.00"	7951.77	"  0.00"	638.89	" 10.34"
2022-10-12	10:49:56	"  4.94"	"  6.03"	"  0.89"	"  4.26"	113.76	"  8.56"	"  0.00"	"  7.47"	"  2.69"	"  3.27"	612.86	" 14.48"	202.90	"  0.00"	" 36.85"	" 72.32"	"  0.00"	8892.89	"  0.00"	612.86	"  9.62"
2022-10-12	10:50:08	"  5.05"	"  6.46"	"  1.13"	"  5.05"	117.60	"  9.61"	"  0.00"	"  8.36"	"  2.37"	"  4.06"	763.91	" 16.84"	253.82	"  0.00"	" 42.56"	" 83.04"	"  0.00"	11261.13	"  0.00"	763.91	"  8.90"
2022-10-12	10:50:18	"  5.11"	"  6.52"	"  1.15"	"  5.43"	119.50	"  7.30"	"  0.00"	"  8.20"	"  2.20"	"  4.42"	781.78	" 15.01"	266.37	"  0.00"	" 45.32"	" 93.62"	"  0.00"	11520.14	"  0.00"	781.78	"  8.98"
2022-10-12	10:50:25	"  5.09"	"  6.41"	"  1.18"	"  5.06"	123.76	"  4.41"	"  0.00"	"  8.22"	"  2.81"	"  4.79"	980.34	" 20.20"	314.40	"  0.00"	" 45.00"	100.82	"  0.00"	11805.21	"  0.00"	980.34	"  9.15"
2022-10-12	10:50:36	"  5.14"	"  6.22"	"  1.13"	"  4.52"	126.05	"  0.21"	"  0.00"	"  6.97"	"  2.66"	"  4.33"	1199.26	" 34.10"	344.57	"  0.00"	" 43.94"	107.58	"  0.00"	11260.20	"  0.00"	1199.26	"  9.50"
2022-10-12	10:50:48	"  5.03"	"  6.09"	"  1.09"	"  4.18"	122.06	"  0.00"	"  0.00"	"  6.89"	"  3.02"	"  4.19"	927.11	" 36.75"	342.83	"  0.00"	" 43.45"	106.71	"  0.00"	10916.94	"  0.00"	927.11	"  9.71"
2022-10-12	10:51:00	"  5.04"	"  6.20"	"  0.86"	"  4.64"	114.41	"  7.14"	"  0.00"	"  8.14"	"  3.00"	"  3.56"	683.82	" 15.51"	228.10	"  0.00"	" 36.03"	" 85.95"	"  0.00"	8555.88	"  0.00"	683.82	"  9.83"
2022-10-12	10:51:07	"  5.14"	"  6.41"	"  0.76"	"  4.58"	113.39	"  5.92"	"  0.00"	"  8.73"	"  2.89"	"  3.34"	492.05	"  9.48"	174.26	"  0.00"	" 30.77"	" 74.27"	"  0.00"	7628.30	"  0.00"	492.05	"  9.93"
2022-10-12	10:51:18	"  4.94"	"  6.28"	"  0.84"	"  4.39"	112.89	"  7.13"	"  0.00"	"  8.19"	"  2.92"	"  3.44"	584.99	" 12.25"	199.63	"  0.00"	" 32.87"	" 74.92"	"  0.00"	8446.26	"  0.00"	584.99	"  9.77"
